PostNumber,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName,PostLink
8,C1457887,Symptoms,,,,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
8,C5203670,COVID-19,,,,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
8,,,C0034386,Quarantine,,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
8,C0015967,Fever,,,,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
8,,,C0034386,Quarantine,,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
8,C0015967,Fever,,,,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
8,C2364111,Ageusia,,,,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
8,,,C0204727,Isolation procedure,,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
8,C1457887,Symptoms,,,,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
8,,,C0920467,disorder control (procedure),,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
8,C3257980,Other symptoms,,,,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
8,C5203670,COVID-19,,,,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
8,,,C0034386,Quarantine,,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
8,C0015967,Fever,,,,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
8,C0015967,Fever,,,,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
8,C0442886,Secondary Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
8,,,C0034386,Quarantine,,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
8,C0009450,Communicable Diseases,,,,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
8,C0023882,Little's Disease,,,,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
8,,,C0034386,Quarantine,,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
8,C0009450,Communicable Diseases,,,,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
8,C0015967,Fever,,,,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
8,,,C0034386,Quarantine,,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
8,C0272285,Heparin-induced thrombocytopenia,,,,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
8,C0025517,Metabolic Diseases,,,,,,,https://www.medhelp.org/posts/Coronavirus/Quarantine-time-for-COVID19/show/3062880
9,C5203670,COVID-19,,,,,,,https://www.medhelp.org/posts/Coronavirus/Gout-drug-colchicine-in-Covid-trial-will-publish-results-this-week/show/3062594
9,,,C4521540,Whole Blood or Product Preparation,,,,,https://www.medhelp.org/posts/Coronavirus/Gout-drug-colchicine-in-Covid-trial-will-publish-results-this-week/show/3062594
9,,,,,,,C3887642,Hippocampus Proper,https://www.medhelp.org/posts/Coronavirus/Gout-drug-colchicine-in-Covid-trial-will-publish-results-this-week/show/3062594
9,C5203670,COVID-19,,,,,,,https://www.medhelp.org/posts/Coronavirus/Gout-drug-colchicine-in-Covid-trial-will-publish-results-this-week/show/3062594
9,,,C1533734,Administration procedure,,,,,https://www.medhelp.org/posts/Coronavirus/Gout-drug-colchicine-in-Covid-trial-will-publish-results-this-week/show/3062594
9,,,C0087111,Therapeutic procedure,,,,,https://www.medhelp.org/posts/Coronavirus/Gout-drug-colchicine-in-Covid-trial-will-publish-results-this-week/show/3062594
10,C2364082,Sense of smell impaired,,,,,,,https://www.medhelp.org/posts/Coronavirus/Antibodies-test-offered-by-local-pharmacy-Assure-shows-mixed-results/show/3062654
10,,,C1511790,Detection,,,,,https://www.medhelp.org/posts/Coronavirus/Antibodies-test-offered-by-local-pharmacy-Assure-shows-mixed-results/show/3062654
10,C0231218,Malaise,,,,,,,https://www.medhelp.org/posts/Coronavirus/Antibodies-test-offered-by-local-pharmacy-Assure-shows-mixed-results/show/3062654
10,,,C0392148,Providing presence (regime/therapy),,,,,https://www.medhelp.org/posts/Coronavirus/Antibodies-test-offered-by-local-pharmacy-Assure-shows-mixed-results/show/3062654
10,C1457887,Symptoms,,,,,,,https://www.medhelp.org/posts/Coronavirus/Antibodies-test-offered-by-local-pharmacy-Assure-shows-mixed-results/show/3062654
10,C1856053,Hydranencephaly with Renal Aplasia-Dysplasia,,,,,,,https://www.medhelp.org/posts/Coronavirus/Antibodies-test-offered-by-local-pharmacy-Assure-shows-mixed-results/show/3062654
10,C0015967,Fever,,,,,,,https://www.medhelp.org/posts/Coronavirus/Antibodies-test-offered-by-local-pharmacy-Assure-shows-mixed-results/show/3062654
10,C0221423,Illness (finding),,,,,,,https://www.medhelp.org/posts/Coronavirus/Antibodies-test-offered-by-local-pharmacy-Assure-shows-mixed-results/show/3062654
10,,,C0508431,answer questions,,,,,https://www.medhelp.org/posts/Coronavirus/Antibodies-test-offered-by-local-pharmacy-Assure-shows-mixed-results/show/3062654
10,C5203670,COVID-19,,,,,,,https://www.medhelp.org/posts/Coronavirus/Antibodies-test-offered-by-local-pharmacy-Assure-shows-mixed-results/show/3062654
10,C5203670,COVID-19,,,,,,,https://www.medhelp.org/posts/Coronavirus/Antibodies-test-offered-by-local-pharmacy-Assure-shows-mixed-results/show/3062654
10,C0012634,Disease,,,,,,,https://www.medhelp.org/posts/Coronavirus/Antibodies-test-offered-by-local-pharmacy-Assure-shows-mixed-results/show/3062654
10,,,,,,,C0815353,Male external urethral sphincter,https://www.medhelp.org/posts/Coronavirus/Antibodies-test-offered-by-local-pharmacy-Assure-shows-mixed-results/show/3062654
10,C2364111,Ageusia,,,,,,,https://www.medhelp.org/posts/Coronavirus/Antibodies-test-offered-by-local-pharmacy-Assure-shows-mixed-results/show/3062654
10,C0040456,Impacted tooth,,,,,,,https://www.medhelp.org/posts/Coronavirus/Antibodies-test-offered-by-local-pharmacy-Assure-shows-mixed-results/show/3062654
10,C0043194,Wiskott-Aldrich Syndrome,,,,,,,https://www.medhelp.org/posts/Coronavirus/Antibodies-test-offered-by-local-pharmacy-Assure-shows-mixed-results/show/3062654
10,C2364082,Sense of smell impaired,,,,,,,https://www.medhelp.org/posts/Coronavirus/Antibodies-test-offered-by-local-pharmacy-Assure-shows-mixed-results/show/3062654
10,C1457887,Symptoms,,,,,,,https://www.medhelp.org/posts/Coronavirus/Antibodies-test-offered-by-local-pharmacy-Assure-shows-mixed-results/show/3062654
10,,,C0042196,Vaccination,,,,,https://www.medhelp.org/posts/Coronavirus/Antibodies-test-offered-by-local-pharmacy-Assure-shows-mixed-results/show/3062654
10,C0272238,Transient hypogammaglobulinemia of infancy,,,,,,,https://www.medhelp.org/posts/Coronavirus/Antibodies-test-offered-by-local-pharmacy-Assure-shows-mixed-results/show/3062654
11,C3887505,DYSFUNCTION - SKIN DISORDERS,,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-Immune-dysfunction-after-covid-lead-to-immunodifiency/show/3062581
11,,,,,,,C0227230,Body of stomach,https://www.medhelp.org/posts/Coronavirus/Can-Immune-dysfunction-after-covid-lead-to-immunodifiency/show/3062581
11,,,,,,,C0423866,Lanugo,https://www.medhelp.org/posts/Coronavirus/Can-Immune-dysfunction-after-covid-lead-to-immunodifiency/show/3062581
12,,,,,,,C0018563,Hand,https://www.medhelp.org/posts/Coronavirus/2-second-with-other-person-no-mask-i-had-double-mask/show/3062395
12,,,C4554334,IVE Regimen,,,,,https://www.medhelp.org/posts/Coronavirus/2-second-with-other-person-no-mask-i-had-double-mask/show/3062395
12,,,,,,,C0015392,Eye,https://www.medhelp.org/posts/Coronavirus/2-second-with-other-person-no-mask-i-had-double-mask/show/3062395
12,C3160718,"PARKINSON DISEASE, LATE-ONSET",,,,,,,https://www.medhelp.org/posts/Coronavirus/2-second-with-other-person-no-mask-i-had-double-mask/show/3062395
12,,,C0011209,Obstetric Delivery,,,,,https://www.medhelp.org/posts/Coronavirus/2-second-with-other-person-no-mask-i-had-double-mask/show/3062395
12,,,C0079613,Adoptive Immunotherapy,,,,,https://www.medhelp.org/posts/Coronavirus/2-second-with-other-person-no-mask-i-had-double-mask/show/3062395
12,C0406636,Lupus erythematosus tumidus,,,,,,,https://www.medhelp.org/posts/Coronavirus/2-second-with-other-person-no-mask-i-had-double-mask/show/3062395
12,,,C0472888,McKeown esophagectomy,,,,,https://www.medhelp.org/posts/Coronavirus/2-second-with-other-person-no-mask-i-had-double-mask/show/3062395
12,C0406636,Lupus erythematosus tumidus,,,,,,,https://www.medhelp.org/posts/Coronavirus/2-second-with-other-person-no-mask-i-had-double-mask/show/3062395
12,,,C4521540,Whole Blood or Product Preparation,,,,,https://www.medhelp.org/posts/Coronavirus/2-second-with-other-person-no-mask-i-had-double-mask/show/3062395
12,,,C0011209,Obstetric Delivery,,,,,https://www.medhelp.org/posts/Coronavirus/2-second-with-other-person-no-mask-i-had-double-mask/show/3062395
12,,,C0472888,McKeown esophagectomy,,,,,https://www.medhelp.org/posts/Coronavirus/2-second-with-other-person-no-mask-i-had-double-mask/show/3062395
12,C0406636,Lupus erythematosus tumidus,,,,,,,https://www.medhelp.org/posts/Coronavirus/2-second-with-other-person-no-mask-i-had-double-mask/show/3062395
12,C0596601,gastrointestinal gas,,,,,,,https://www.medhelp.org/posts/Coronavirus/2-second-with-other-person-no-mask-i-had-double-mask/show/3062395
12,,,C5202801,Intimacy Enhancement Intervention,,,,,https://www.medhelp.org/posts/Coronavirus/2-second-with-other-person-no-mask-i-had-double-mask/show/3062395
12,C0014122,Subacute Bacterial Endocarditis,,,,,,,https://www.medhelp.org/posts/Coronavirus/2-second-with-other-person-no-mask-i-had-double-mask/show/3062395
13,C0231617,Catch - Finding of sensory dimension of pain,,,,,,,https://www.medhelp.org/posts/Coronavirus/If-we-properly-protect-ourselves-from-COVID-19-can-we-still-catch-the-common-cold/show/3061897
13,C0009443,Common Cold,,,,,,,https://www.medhelp.org/posts/Coronavirus/If-we-properly-protect-ourselves-from-COVID-19-can-we-still-catch-the-common-cold/show/3061897
13,C5203670,COVID-19,,,,,,,https://www.medhelp.org/posts/Coronavirus/If-we-properly-protect-ourselves-from-COVID-19-can-we-still-catch-the-common-cold/show/3061897
13,C0009443,Common Cold,,,,,,,https://www.medhelp.org/posts/Coronavirus/If-we-properly-protect-ourselves-from-COVID-19-can-we-still-catch-the-common-cold/show/3061897
13,C0021400,Influenza,,,,,,,https://www.medhelp.org/posts/Coronavirus/If-we-properly-protect-ourselves-from-COVID-19-can-we-still-catch-the-common-cold/show/3061897
13,C4048158,Convulsions,,,,,,,https://www.medhelp.org/posts/Coronavirus/If-we-properly-protect-ourselves-from-COVID-19-can-we-still-catch-the-common-cold/show/3061897
13,C0036572,Seizures,,,,,,,https://www.medhelp.org/posts/Coronavirus/If-we-properly-protect-ourselves-from-COVID-19-can-we-still-catch-the-common-cold/show/3061897
13,C0041912,Upper Respiratory Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/If-we-properly-protect-ourselves-from-COVID-19-can-we-still-catch-the-common-cold/show/3061897
13,,,,,,,C0018563,Hand,https://www.medhelp.org/posts/Coronavirus/If-we-properly-protect-ourselves-from-COVID-19-can-we-still-catch-the-common-cold/show/3061897
13,C0009443,Common Cold,,,,,,,https://www.medhelp.org/posts/Coronavirus/If-we-properly-protect-ourselves-from-COVID-19-can-we-still-catch-the-common-cold/show/3061897
13,C0206750,Coronavirus Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/If-we-properly-protect-ourselves-from-COVID-19-can-we-still-catch-the-common-cold/show/3061897
13,,,C2987620,Inoculation,,,,,https://www.medhelp.org/posts/Coronavirus/If-we-properly-protect-ourselves-from-COVID-19-can-we-still-catch-the-common-cold/show/3061897
13,C0041912,Upper Respiratory Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/If-we-properly-protect-ourselves-from-COVID-19-can-we-still-catch-the-common-cold/show/3061897
13,,,,,,,C0815353,Male external urethral sphincter,https://www.medhelp.org/posts/Coronavirus/If-we-properly-protect-ourselves-from-COVID-19-can-we-still-catch-the-common-cold/show/3061897
13,C0021400,Influenza,,,,,,,https://www.medhelp.org/posts/Coronavirus/If-we-properly-protect-ourselves-from-COVID-19-can-we-still-catch-the-common-cold/show/3061897
13,C0009443,Common Cold,,,,,,,https://www.medhelp.org/posts/Coronavirus/If-we-properly-protect-ourselves-from-COVID-19-can-we-still-catch-the-common-cold/show/3061897
13,C0041912,Upper Respiratory Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/If-we-properly-protect-ourselves-from-COVID-19-can-we-still-catch-the-common-cold/show/3061897
13,C0021400,Influenza,,,,,,,https://www.medhelp.org/posts/Coronavirus/If-we-properly-protect-ourselves-from-COVID-19-can-we-still-catch-the-common-cold/show/3061897
14,,,,,,,C0016504,Foot,https://www.medhelp.org/posts/Coronavirus/When-to-take-rapid-test/show/3061917
14,,,C0886384,5 minutes Office visit,,,,,https://www.medhelp.org/posts/Coronavirus/When-to-take-rapid-test/show/3061917
14,C0231617,Catch - Finding of sensory dimension of pain,,,,,,,https://www.medhelp.org/posts/Coronavirus/When-to-take-rapid-test/show/3061917
14,C1457887,Symptoms,,,,,,,https://www.medhelp.org/posts/Coronavirus/When-to-take-rapid-test/show/3061917
14,,,C0034386,Quarantine,,,,,https://www.medhelp.org/posts/Coronavirus/When-to-take-rapid-test/show/3061917
14,C0028084,Nightmares,,,,,,,https://www.medhelp.org/posts/Coronavirus/When-to-take-rapid-test/show/3061917
15,,,,,,,C0227230,Body of stomach,https://www.medhelp.org/posts/Coronavirus/Corona-change-my-body-/show/3061932
15,,,C4319952,Change -- procedure,,,,,https://www.medhelp.org/posts/Coronavirus/Corona-change-my-body-/show/3061932
15,C0012634,Disease,,,,,,,https://www.medhelp.org/posts/Coronavirus/Corona-change-my-body-/show/3061932
15,C0015672,Fatigue,,,,,,,https://www.medhelp.org/posts/Coronavirus/Corona-change-my-body-/show/3061932
15,C1457887,Symptoms,,,,,,,https://www.medhelp.org/posts/Coronavirus/Corona-change-my-body-/show/3061932
15,,,C0152277,Incision and drainage,,,,,https://www.medhelp.org/posts/Coronavirus/Corona-change-my-body-/show/3061932
15,C0206750,Coronavirus Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/Corona-change-my-body-/show/3061932
15,,,,,,,C0024109,Lung,https://www.medhelp.org/posts/Coronavirus/Corona-change-my-body-/show/3061932
15,C5203670,COVID-19,,,,,,,https://www.medhelp.org/posts/Coronavirus/Corona-change-my-body-/show/3061932
15,C0476270,Cardiovascular symptoms,,,,,,,https://www.medhelp.org/posts/Coronavirus/Corona-change-my-body-/show/3061932
15,C0851121,digestive problem,,,,,,,https://www.medhelp.org/posts/Coronavirus/Corona-change-my-body-/show/3061932
16,C0018681,Headache,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C1457887,Symptoms,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,,,C0439631,Primary operation,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0015967,Fever,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0015231,Exanthema Subitum,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0030372,Phlebotomus Fever,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,,,C0279848,cisplatin/etoposide/mitoxantrone/tamoxifen protocol,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,,,C0472888,McKeown esophagectomy,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,,,C0087111,Therapeutic procedure,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0015967,Fever,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0018681,Headache,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0021400,Influenza,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C5203670,COVID-19,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0043194,Wiskott-Aldrich Syndrome,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0021400,Influenza,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0021400,Influenza,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0009450,Communicable Diseases,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0015967,Fever,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0018681,Headache,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0021400,Influenza,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0424513,Blue - symptom,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0043194,Wiskott-Aldrich Syndrome,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,,,C0193959,Tonsillectomy and adenoidectomy,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0221423,Illness (finding),,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C1856053,Hydranencephaly with Renal Aplasia-Dysplasia,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0021400,Influenza,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0021400,Influenza,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C4522181,Brachial Amyotrophic Diplegia,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0221423,Illness (finding),,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0009450,Communicable Diseases,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,,,C0557061,Discussion (procedure),,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0272238,Transient hypogammaglobulinemia of infancy,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0012634,Disease,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C4522181,Brachial Amyotrophic Diplegia,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0012634,Disease,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,,,C1456647,Childhood Immunization,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0021053,Immune System Diseases,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C0037354,Smallpox,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
16,C1856053,Hydranencephaly with Renal Aplasia-Dysplasia,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731
